Id,Lang,Title,Sentence_Text,Letters,Words,Num_Sentences,gulpease,flesch,gunning_fog
449,en,Detail of the face,"One can recognize the fracture of the nose and a hematoma on the right cheekbone.
On the forehead, blood flows are evident, caused by a helmet of thorny branches, like the one displayed alongside.",158,34,2,N/A,57.7,13.86
450,en,Objects related to the photography of the Shroud by Secondo Pia,"Secondo Pia, born in 1855 and died in nineteen forty-one, was one of the greatest photographers of the nineteenth century.",95,20,1,N/A,46.95,16.0
451,en,"Conservation of the Shroud, June/July 2002",This display case documents the operations for the conservation of the Shroud carried out in June-July two thousand and two.,103,20,1,N/A,42.72,16.0
452,en,Detail of the hands,"On the left wrist, a trickle of blood is visible, having flowed from a wound caused by the penetration of a nail.
Displayed alongside are three eighteenth-century nails reconstructed in imitation of those used for crucifixions in Roman times, forged probably including some fragments of nails believed to be original, as shown by the hanging seals.",286,56,2,N/A,40.94,18.34
453,en,Conservation operations in the 2000s,Conservation operations in the two thousands.,39,6,1,N/A,17.45,15.73
454,en,C14 Radiocarbon dating,"On April 21, 1988, fabric samples were taken from the Shroud to be subjected to dating using the radiocarbon method at the laboratories of Oxford, Zurich, and Tucson.",128,28,1,N/A,39.43,15.49
455,en,Image processing,Studies of the image of the Shroud with the aid of computers are represented.,63,14,1,N/A,65.73,11.31
456,en,The study of the various traces present on the Shroud,"This display case illustrates the study of the various traces present on the Shroud.
Some marks are due to burns, wax, and water.
Other traces derive from the contact of the sheet with the body, such as blood, serum, and skin cells.
Furthermore, the preservative substances used are analyzed, including aloe and myrrh.
Finally, the dust that has deposited on the fabric over the centuries is examined.",322,67,5,N/A,56.86,11.93
457,en,Reconstruction of a loom of the period,Reconstruction of a loom of the period.,32,7,1,N/A,66.79,8.51
458,en,Reconstruction of the Tomb,"Scale reconstruction of a first-century Jewish tomb, set against a floor plan of the Basilica of the Holy Sepulchre in Jerusalem during the Crusader period.",129,25,1,N/A,25.8,19.6
459,en,Blessed Sebastiano Valfrè,Blessed Sebastiano Valfrè.,23,3,1,N/A,34.59,14.53
460,en,Saint Francis de Sales,Saint Francis de Sales.,19,4,1,N/A,75.88,1.6
461,en,Pope Pius VII,Pope Pius Seventh.,15,3,1,N/A,62.79,1.2
462,en,The fabrics,"In this display case, you can see some fragments of the fabrics that protected the Shroud over time inside the chest in which it was kept, distributed as 'contact' relics and accompanied by an authentication certificate testifying to their actual contact with the Shroud.
Certain objects that came into contact with the Cloth, such as one of the pins used to secure the Shroud during the 1868 exhibition displayed here, were also religiously preserved and passed down.",380,77,2,N/A,33.72,20.08
463,en,The 1:1 reproduction,One-to-one scale copy of the Shroud on canvas: details can be appreciated in a way very close to direct observation.,93,20,1,N/A,34.26,14.0
464,en,The journey of the Shroud,"In the reconstruction of the Shroud's history, the passages from Jerusalem to Edessa (now Sanliurfa in Turkey), and from there to Constantinople and Athens in Greece during the period of the Latin Empire of the East, are currently hypothetical.
While those from Lirey, France, to Chambéry, Savoy, and to Turin are precisely documented.
In the following display cases, you can follow the development of these routes.",336,66,3,N/A,34.53,17.89
465,en,The 18th-century reliquaries,"Two eighteenth-century reliquaries containing a small thread of the Shroud along with others containing fabrics that came into contact with the sacred Cloth.
In fifteen hundred and six, Pope Julius II granted public cult of the Shroud, fixing its feast day on May 4 and approving the Mass and Office, the text of which—in a seventeenth-century edition—is displayed in this case.",308,61,2,N/A,38.58,17.45
466,en,Sainte-Chapelle of Chambéry,"In 1453, the last descendant of Geoffroy de Charny, Marguerite, cedes the Shroud to the House of Savoy.",78,18,1,N/A,61.67,13.87
467,en,The Mandylion and the Shroud,"Regarding the oldest period of the Shroud's history, a hypothesis still being studied today identifies the Shroud of Turin with the Mandylion of Edessa, a small cloth known since the 4th century in the East containing the image, believed to be miraculously imprinted, of the face of Christ.",236,48,1,N/A,13.59,29.2
468,en,The mystery of the first millennium of the Shroud,"One of the historical problems on which research focuses concerns the possible events of the Shroud in the first millennium.
If the Shroud can be identified with the Mandylion of Edessa, then it would have been transferred to Constantinople in nine hundred and forty-four, and from there, through unclear routes, it would have reached Europe.
This display case contains some objects and documents that could support this thesis.",353,68,3,N/A,49.46,15.54
469,en,The 1858 chest,"In 1578, Emmanuel Philibert of Savoy, after moving the political and administrative center of the State from Chambéry to Turin, also wanted to bring the religious palladium of the dynasty, the Shroud.
The Cloth made the journey folded several times inside this small wooden chest, which in ancient times must have been covered with precious scales, perhaps mother-of-pearl and tortoiseshell.",318,60,2,N/A,31.16,18.0
470,en,Exhibitions from the 1500s to the 1700s,"With the granting of the official cult of the Shroud by Pope Julius II in fifteen hundred and six, which fixed the feast day for May 4, the fame and devotion toward the relic grew, also as a consequence of the periodic exhibitions held in Chambéry.",198,46,1,N/A,38.76,22.75
471,en,Images of devotion,"The seventeenth and eighteenth centuries are the centuries in which devotion to the Shroud developed most extensively.
Numerous representations were produced and circulated.",149,23,2,N/A,18.61,20.25
472,en,The sketch for the altarpiece,"In 1735, the construction of the church of the Confraternity of the Most Holy Shroud, located above this crypt, was completed.",98,21,1,N/A,52.58,16.02
473,en,Texts on the Shroud from the 1500s to the 1600s,"Between the sixteenth and seventeenth centuries, more than 100 texts entirely dedicated to or otherwise dealing with the Shroud were written and published.",128,23,1,N/A,32.68,19.63
474,en,Exhibitions of the 1800s,"From the second half of the eighteenth century, exhibitions began to become rarer.
In the nineteenth century, after the reign of Charles Felix, exhibitions became even rarer, occurring only for dynastic weddings.",175,32,2,N/A,34.61,13.9
475,en,Acheiropoieta images,"The Shroud is not the only image of Christ to have been an object of devotion in Europe since the Middle Ages.
From the Veronica to the Mandylion to the Shroud of Besançon, other venerated images believed to be of Christ are remembered through the centuries.
Of all of them, the only one that has stood the test of critical scrutiny due to its unique characteristics is the Shroud of Turin.",315,71,3,N/A,54.13,15.66
476,en,The Deposition from the Cross,"In this display case, you can admire a beautiful depiction of the Deposition from the Cross with the exhibition of the Shroud.
On the sides, in monochrome, are the instruments of the Passion presented by angels.
It is a work from the beginning of the seventeenth century painted on silk by Giovanni Battista Della Rovere.
The iconography of the burial in the Shroud, of which you have already seen an enlargement.",335,71,4,N/A,45.83,16.68
477,en,The Confraternity of the Holy Shroud,"The purpose of the Confraternity, the creator of the Museum, has been since its origins to spread the cult and knowledge of the Shroud.",109,24,1,N/A,59.1,14.6
478,en,The chest where the Shroud was kept,"In the glass case, you can observe the precious wooden chest, covered with silver leaf and studded with semi-precious stones and enamels, in which the Shroud was kept rolled up from the end of the 16th century until nineteen ninety-eight.
The lid is made of wood covered with fabric.
It is a precious work commissioned by the House of Savoy, which over time has undergone some additions and modifications that, however, have not altered its original layout.
Below the case are displayed the accessories used for the conservation of the Shroud inside the chest, which were removed when the new conservation system was adopted.
The silk-covered wooden roller on which the sheet was rolled and the pads that were inserted between the roller and the fabric are visible.",621,128,5,N/A,51.31,15.55
479,en,Exhibitions of the 1900s,"Seven solemn exhibitions have been held from the twentieth century to the present.
The first took place in 1931, on the occasion of the wedding of the future King Umberto II.
In 1933, another followed to celebrate the Holy Year of Redemption.
In 1973, a televised exhibition was held instead.
In 1978, the event commemorated the four-hundredth anniversary of the Shroud's arrival in Turin.
The 1998 exhibition commemorated several anniversaries of Piedmontese religious history and the centenary of the first photograph of the Cloth.
In 2000, the Great Jubilee was celebrated, and finally, the list concludes with the exhibition of 2010.",493,101,7,N/A,41.42,16.07
480,en,The new conservation case,One can see how the Shroud is preserved laid flat in a large controlled-atmosphere case.,72,15,1,N/A,61.89,8.67
